SeqName	GO IDs
ostta01g04020	F:GO:0004553; P:GO:0005975; P:GO:0008152; F:GO:0008746; C:GO:0016020; C:GO:0016021; F:GO:0016787; F:GO:0016798; P:GO:0055114; P:GO:1902600
ostta01g04030	F:GO:0003723; F:GO:0003735; P:GO:0006412; C:GO:0015934; F:GO:0016740
ostta01g04040	
ostta01g04050	F:GO:0005509; C:GO:0009654; P:GO:0015979; C:GO:0019898
ostta01g04060	P:GO:0000398; C:GO:0005686; C:GO:0005689; C:GO:0071011; C:GO:0071013
ostta01g04070	F:GO:0005515
ostta01g04080	C:GO:0016021; F:GO:0016740
ostta01g04090	C:GO:0016021
ostta01g04100	F:GO:0005524; C:GO:0005622; P:GO:0006605; C:GO:0016020; P:GO:0017038
ostta01g04110	F:GO:0003723; P:GO:0006397
ostta01g04120	P:GO:0000027; F:GO:0005524; C:GO:0005634; F:GO:0016887
ostta01g04130	F:GO:0003677; C:GO:0043229
ostta01g04140	F:GO:0004812; C:GO:0016021
ostta01g04150	F:GO:0000049; F:GO:0004818; F:GO:0005524; C:GO:0005739; P:GO:0006424; F:GO:0008270; C:GO:0009570
ostta01g04160	C:GO:0005739
ostta01g04170	C:GO:0009570; P:GO:0009735
ostta01g04180	C:GO:0016021
ostta01g04190	F:GO:0005515
ostta01g04200	F:GO:0005086; C:GO:0005784; C:GO:0005794; C:GO:0005886; P:GO:0006616; F:GO:0015450; C:GO:0016021; P:GO:0031204; C:GO:0031205
ostta01g04210	F:GO:0004791; C:GO:0005789; C:GO:0016021; P:GO:0045454; F:GO:0050660; P:GO:0055114; P:GO:0098869
ostta01g04220	P:GO:0000305; F:GO:0004791; C:GO:0005739; F:GO:0009055; P:GO:0022900; P:GO:0045454; F:GO:0050660; P:GO:0098869
ostta01g04230	P:GO:0006081; C:GO:0016021; F:GO:0016620; P:GO:0055114
ostta01g04240	
ostta01g04250	P:GO:0006744; C:GO:0031314; P:GO:0032259; F:GO:0043333
ostta01g04260	
ostta01g04270	F:GO:0004693; F:GO:0005524; C:GO:0005634; P:GO:0006468; P:GO:0051726
ostta01g04280	P:GO:0006629; F:GO:0008081
ostta01g04290	C:GO:0005634; P:GO:0006355; F:GO:0008270; F:GO:0016491; P:GO:0055114
ostta01g04300	F:GO:0005249; C:GO:0016021; F:GO:0019905; P:GO:0071805
ostta01g04310	C:GO:0016021; F:GO:0019905
ostta01g04320	F:GO:0003924; F:GO:0005200; F:GO:0005525; C:GO:0005737; C:GO:0005874; P:GO:0007010; P:GO:0007017; C:GO:0016021; F:GO:0022857; P:GO:0055085
ostta01g04330	P:GO:0006812; F:GO:0009055; C:GO:0009570; F:GO:0015035; P:GO:0022900; P:GO:0045454
ostta01g04340	F:GO:0004818; F:GO:0005524; C:GO:0005829; P:GO:0006424
ostta01g04350	
ostta01g04360	F:GO:0016787
ostta01g04370	F:GO:0005524; P:GO:0016310; F:GO:0035299
ostta01g04380	
ostta01g04390	F:GO:0005515; C:GO:0048188; P:GO:0051568
ostta01g04400	
ostta01g04410	P:GO:0000741; F:GO:0003723; F:GO:0003735; C:GO:0005762; P:GO:0006412; P:GO:0009553; F:GO:0043565
ostta01g04420	C:GO:0016020
ostta01g04430	
ostta01g04440	F:GO:0005198; P:GO:0006886; P:GO:0016192; C:GO:0030130; C:GO:0030132
ostta01g04450	C:GO:0000813; F:GO:0005515; P:GO:0043328
ostta01g04460	F:GO:0003743; F:GO:0003746; F:GO:0003924; F:GO:0005525; P:GO:0006413; P:GO:0006414
ostta01g04470	F:GO:0030246
ostta01g04480	F:GO:0016702; F:GO:0046872; P:GO:0055114
ostta01g04490	P:GO:0006520; F:GO:0008483; P:GO:0009058; F:GO:0030170
ostta01g04500	F:GO:0016787
ostta01g04510	F:GO:0004797; F:GO:0005524; C:GO:0005829; F:GO:0008270; P:GO:0009157; P:GO:0016310; F:GO:0016787; F:GO:0042802; P:GO:0043097; P:GO:0046104; P:GO:0051289; P:GO:0071897
ostta01g04520	
ostta01g04530	F:GO:0030170
ostta01g04540	C:GO:0016021
ostta01g04550	F:GO:0005524; C:GO:0005829; P:GO:0016226; F:GO:0016787; F:GO:0042803; F:GO:0046872; F:GO:0051539
ostta01g04560	P:GO:0008152; C:GO:0016021; F:GO:0016874
ostta01g04570	F:GO:0005506; F:GO:0016705; F:GO:0031418; F:GO:0051213; P:GO:0055114
ostta01g04580	C:GO:0016021
ostta01g04590	
ostta01g04600	F:GO:0005524; C:GO:0016021; F:GO:0042626; P:GO:0055085
ostta01g04610	F:GO:0005524; C:GO:0016021; F:GO:0042626; P:GO:0055085
ostta01g04620	F:GO:0010181; C:GO:0016021; F:GO:0016491; P:GO:0055114
ostta01g04630	F:GO:0003677; F:GO:0003700; C:GO:0005634; P:GO:0006355
ostta01g04640	C:GO:0005576; P:GO:0005975; F:GO:0016787; F:GO:0030248
ostta01g04650	F:GO:0005515; C:GO:0005576; P:GO:0005975; F:GO:0030248
ostta01g04660	F:GO:0005524; C:GO:0016021; F:GO:0016787
ostta01g04670	C:GO:0016020
ostta01g04680	F:GO:0005515
ostta01g04690	
ostta01g04700	F:GO:0003723
ostta01g04710	F:GO:0008168; P:GO:0032259
ostta01g04720	P:GO:0006486; C:GO:0016021; F:GO:0016757
ostta01g04730	C:GO:0042721; P:GO:0045039
ostta01g04740	F:GO:0003677; P:GO:0006281; F:GO:0035312; P:GO:0090305
ostta01g04750	F:GO:0003677; P:GO:0006281; F:GO:0035312; P:GO:0090305
ostta01g04760	
ostta01g04770	
ostta01g04780	
ostta01g04790	F:GO:0005488
ostta01g04800	
ostta01g04810	C:GO:0009534; C:GO:0009706; C:GO:0016021
ostta01g04820	P:GO:0006801; C:GO:0016021; F:GO:0046872
ostta01g04830	C:GO:0043229
ostta01g04840	F:GO:0003723
ostta01g04850	P:GO:0006368; P:GO:0016570; C:GO:0016593
ostta01g04860	P:GO:0006812; F:GO:0009055; C:GO:0009570; C:GO:0009941; F:GO:0015035; F:GO:0015297; C:GO:0016021; P:GO:0022900; P:GO:0045454; F:GO:0046872; F:GO:0051537; P:GO:0055085
ostta01g04870	F:GO:0016746
ostta01g04880	C:GO:0019185; P:GO:0042795; P:GO:0042796; F:GO:0043565
ostta01g04890	F:GO:0005488; C:GO:0005634; P:GO:0006325; P:GO:0006355; P:GO:0007049; P:GO:0019538; F:GO:0032452; F:GO:0051213
ostta01g04900	F:GO:0004197; C:GO:0005615; C:GO:0005764; P:GO:0051603
ostta01g04910	P:GO:0006486; F:GO:0016757
ostta01g04920	F:GO:0004176; F:GO:0004222; F:GO:0005524; C:GO:0005739; P:GO:0006508; F:GO:0008270; F:GO:0008568; C:GO:0009535; C:GO:0009941; P:GO:0010027; P:GO:0010205; P:GO:0010206; P:GO:0010304; C:GO:0016021; P:GO:0051013; P:GO:0051301
ostta01g04930	P:GO:0006412; C:GO:0015935
ostta01g04940	C:GO:0009522; C:GO:0009523; C:GO:0009535; P:GO:0009765; C:GO:0016021; F:GO:0016168; P:GO:0018298
ostta01g04950	C:GO:0000502; F:GO:0005524; C:GO:0005737; P:GO:0006508; F:GO:0008233; P:GO:0030163
ostta01g04960	
ostta01g04970	C:GO:0000126; F:GO:0000995; F:GO:0003677; F:GO:0003743; P:GO:0006359; P:GO:0006413
ostta01g04980	F:GO:0003676; F:GO:0004252; F:GO:0004298; F:GO:0004386; F:GO:0005524; C:GO:0005634; C:GO:0005737; P:GO:0006511; C:GO:0019773; F:GO:0046872
ostta01g04990	F:GO:0003676; F:GO:0004252; F:GO:0004298; F:GO:0004386; F:GO:0005524; C:GO:0005634; C:GO:0005737; P:GO:0006511; C:GO:0019773; F:GO:0046872
ostta01g05000	F:GO:0003676; F:GO:0004252; F:GO:0004298; F:GO:0004386; F:GO:0005515; F:GO:0005524; C:GO:0005634; C:GO:0005737; P:GO:0006511; C:GO:0019773; F:GO:0046872
ostta01g05010	F:GO:0003676; F:GO:0004252; F:GO:0004298; F:GO:0004386; F:GO:0004519; F:GO:0005524; C:GO:0005634; C:GO:0005737; P:GO:0006511; C:GO:0019773; F:GO:0046872; P:GO:0090305
ostta01g05020	F:GO:0004356; P:GO:0006807
ostta01g05030	F:GO:0004672; F:GO:0005524; P:GO:0006468
ostta01g05040	F:GO:0004127; F:GO:0005524; C:GO:0005634; C:GO:0005737; P:GO:0006207; P:GO:0006221; F:GO:0009041; P:GO:0016310; P:GO:0046940
ostta01g05050	
ostta01g05060	P:GO:0006979; P:GO:0030091; F:GO:0033743; P:GO:0055114
ostta01g05070	F:GO:0005515; F:GO:0033743; P:GO:0055114
ostta01g05080	F:GO:0005506; F:GO:0016705; F:GO:0031418; P:GO:0055114
ostta01g05090	F:GO:0003951; P:GO:0016310
ostta01g05100	F:GO:0003824; F:GO:0005488; P:GO:0006807; P:GO:0044238; P:GO:0071704
ostta01g05110	F:GO:0005515
ostta01g05120	C:GO:0005643
ostta01g05130	C:GO:0005643
ostta01g05140	
ostta01g05150	
ostta01g05160	F:GO:0000977; C:GO:0005634; P:GO:0045944; F:GO:0046983
ostta01g05170	C:GO:0005634
ostta01g05180	F:GO:0005515
ostta01g05190	C:GO:0005681; P:GO:0008380
ostta01g05200	F:GO:0003697; P:GO:0006260
ostta01g05210	F:GO:0005515
ostta01g05220	C:GO:0016020; C:GO:0016021
ostta01g05230	P:GO:0000463; P:GO:0000466; F:GO:0005515; C:GO:0005654; C:GO:0005730; C:GO:0009506; C:GO:0030687; F:GO:0043021
ostta01g05240	F:GO:0004674; F:GO:0005524; C:GO:0005634; C:GO:0005737; C:GO:0005844; P:GO:0006468; P:GO:0009303; P:GO:0009630; P:GO:0009745; P:GO:0009791; P:GO:0010116; P:GO:0010507; P:GO:0010929; P:GO:0030307; P:GO:0040019; F:GO:0042802; F:GO:0043621; F:GO:0044212; F:GO:0044877; P:GO:0045893; P:GO:0050687; P:GO:1900459; P:GO:1901355; P:GO:1902661; P:GO:2000234
ostta01g05250	F:GO:0005102; C:GO:0005778; P:GO:0016560; C:GO:1990429
ostta01g05260	F:GO:0003852; P:GO:0009098
ostta01g05270	P:GO:0005975; P:GO:0009909; F:GO:0016853; F:GO:0030246; C:GO:0080008
ostta01g05280	F:GO:0005515; C:GO:0005847; P:GO:0005975; P:GO:0006378; P:GO:0006379; P:GO:0009909; F:GO:0016853; F:GO:0030246; C:GO:0080008
ostta01g05290	P:GO:0005975; F:GO:0030246; F:GO:0047938
ostta01g05300	P:GO:0006810; F:GO:0051213; P:GO:0055114
ostta01g05310	C:GO:0016021
ostta01g05320	F:GO:0004298; C:GO:0005634; C:GO:0005737; C:GO:0019774; P:GO:0043161
ostta01g05330	
ostta01g05340	F:GO:0004176; F:GO:0005524; C:GO:0005759; P:GO:0006457; P:GO:0006508; P:GO:0030163; F:GO:0051082
ostta01g05350	C:GO:0016021
ostta01g05360	F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843
ostta01g05380	
ostta01g05390	F:GO:0004784; F:GO:0016151; P:GO:0019430
ostta01g05400	F:GO:0004784; F:GO:0016151; P:GO:0019430
ostta01g05410	F:GO:0005515
ostta01g05420	P:GO:0000413; F:GO:0003682; F:GO:0003755; C:GO:0005634; P:GO:0006457; P:GO:0009909; P:GO:0009933; P:GO:0010082; P:GO:0010305; P:GO:0010338; P:GO:0010358; P:GO:0031060; F:GO:0042393
ostta01g05430	F:GO:0005096; P:GO:0043547; F:GO:0046872
ostta01g05440	F:GO:0005488
ostta01g05450	C:GO:0016021
ostta01g05460	F:GO:0003743; P:GO:0006355; P:GO:0006367; P:GO:0006413; F:GO:0043565
ostta01g05470	P:GO:0000462; P:GO:0000479; F:GO:0005515; C:GO:0005730; C:GO:0030686; C:GO:0032040
ostta01g05480	F:GO:0005507; F:GO:0008565; C:GO:0042719; P:GO:0045039; P:GO:0072321
ostta01g05490	F:GO:0004674; F:GO:0005524; P:GO:0006468
ostta01g05500	F:GO:0016787
ostta01g05510	C:GO:0016020; C:GO:0016021; F:GO:0016874
ostta01g05520	C:GO:0005840
ostta01g05530	F:GO:0016209; P:GO:0055114; P:GO:0098869
ostta01g05540	F:GO:0004497; F:GO:0005506; C:GO:0005747; C:GO:0005758; F:GO:0008137; P:GO:0009853; F:GO:0016705; F:GO:0020037; P:GO:0055114
ostta01g05550	F:GO:0004497; F:GO:0005506; C:GO:0005739; F:GO:0008137; F:GO:0016705; F:GO:0020037; P:GO:0055114
ostta01g05560	F:GO:0004739; P:GO:0006086; C:GO:0043231; P:GO:0055114
ostta01g05570	F:GO:0005384; C:GO:0005634; P:GO:0006816; C:GO:0009535; P:GO:0010270; F:GO:0015095; C:GO:0016021; P:GO:0071421; P:GO:1903830
ostta01g05580	F:GO:0004672; F:GO:0005524; P:GO:0006468; C:GO:0016021
ostta01g05590	F:GO:0004672; F:GO:0005524; P:GO:0006468; F:GO:0015299; C:GO:0016021; P:GO:1902600
ostta01g05600	C:GO:0005634; C:GO:0005829; P:GO:0006886; P:GO:0006913; F:GO:0008536; C:GO:0009506; C:GO:0016020
ostta01g05610	F:GO:0005524; C:GO:0016021; F:GO:0016787
ostta01g05620	F:GO:0016740
ostta01g05630	F:GO:0003677; F:GO:0004003; F:GO:0005524; C:GO:0005634; P:GO:0006281; P:GO:0006338; P:GO:0032508
ostta01g05640	F:GO:0005515; C:GO:0016020
ostta01g05650	C:GO:0005737; P:GO:0006914
ostta01g05660	F:GO:0003723
ostta01g05670	F:GO:0003723; P:GO:0031124
ostta01g05680	F:GO:0004674; F:GO:0005524; P:GO:0006468
ostta01g05690	F:GO:0005524; C:GO:0009507; P:GO:0015979; P:GO:0015995; F:GO:0016787; F:GO:0016851
ostta01g05700	P:GO:0000105; F:GO:0004399; F:GO:0008270; P:GO:0009411; P:GO:0009555; C:GO:0009570; F:GO:0051287; P:GO:0055114
ostta01g05710	
ostta01g05720	C:GO:0016021
ostta01g05730	
ostta01g05740	
ostta01g05750	C:GO:0009941; C:GO:0016021
ostta01g05760	P:GO:0009987
ostta01g05770	P:GO:0006508; F:GO:0008234; C:GO:0016021
ostta01g05780	P:GO:0007030; C:GO:0009506; P:GO:0009860; C:GO:0017119; P:GO:0048193
ostta01g05790	F:GO:0016740; F:GO:0016779
ostta01g05800	F:GO:0005515; C:GO:0016021
ostta01g05810	F:GO:0005515
ostta01g05820	
ostta01g05830	F:GO:0004089; F:GO:0008270
ostta01g05840	P:GO:0001510; F:GO:0003723; P:GO:0006396; F:GO:0008173
ostta01g05850	F:GO:0008531; P:GO:0009231; P:GO:0016310; F:GO:0016787
ostta01g05860	C:GO:0005744; C:GO:0016020; C:GO:0016021; P:GO:0030150
ostta01g05870	F:GO:0005515; C:GO:0005829; P:GO:0009414; C:GO:0009506; C:GO:0016020; F:GO:0016740; C:GO:0031415
ostta01g05880	P:GO:0007034
ostta01g05890	C:GO:0016020; C:GO:0016021; F:GO:0016491; F:GO:0016630; P:GO:0055114
ostta01g05900	F:GO:0005515
ostta01g05910	F:GO:0008667; P:GO:0019290; P:GO:0055114
ostta01g05920	F:GO:0004146; F:GO:0004799; P:GO:0006231; P:GO:0006730; P:GO:0032259; P:GO:0046654; P:GO:0055114
ostta01g05930	C:GO:0016020; C:GO:0016021
ostta01g05940	C:GO:0016020; C:GO:0016021
ostta01g05950	F:GO:0008667; P:GO:0019290; P:GO:0055114
ostta01g05960	C:GO:0016021
ostta01g05970	C:GO:0005758; F:GO:0009055; P:GO:0016226; P:GO:0022900; F:GO:0046872; F:GO:0051537; F:GO:0051539
ostta01g05980	F:GO:0005509; C:GO:0009654; P:GO:0015979; C:GO:0019898
ostta01g05990	P:GO:0016117; F:GO:0016491; P:GO:0055114
ostta01g06000	F:GO:0003735; C:GO:0005840; P:GO:0006412; C:GO:0009570; C:GO:0009941
ostta01g06010	P:GO:0000463; P:GO:0000466; C:GO:0005654; C:GO:0005730; C:GO:0030687; F:GO:0043021; P:GO:2000232
ostta01g06020	
ostta01g06030	C:GO:0005634
ostta01g06040	P:GO:0007224; C:GO:0016021
ostta01g06050	C:GO:0000783; F:GO:0003691; P:GO:0031627
ostta01g06060	C:GO:0016021
ostta01g06070	
ostta01g06080	F:GO:0003924; F:GO:0005525; C:GO:0005829; F:GO:0019003
ostta01g06090	F:GO:0008168; P:GO:0032259
ostta01g06100	P:GO:0009658; C:GO:0009706; P:GO:0009853; C:GO:0016021; F:GO:0043879; P:GO:0097339; F:GO:1901974; P:GO:1901975
ostta01g06110	F:GO:0003677; F:GO:0003899; P:GO:0006351; C:GO:0016021; F:GO:0032549
ostta01g06120	F:GO:0001056; F:GO:0003677; F:GO:0003700; C:GO:0005666; P:GO:0006355; P:GO:0006383; C:GO:0016021; F:GO:0032549
ostta01g06130	F:GO:0003677; F:GO:0003899; F:GO:0005515; P:GO:0006351; C:GO:0016021; F:GO:0032549
ostta01g06140	P:GO:0008152; F:GO:0016874
ostta01g06150	C:GO:0005634
ostta01g06160	P:GO:0006406; P:GO:0006606; P:GO:0006629; F:GO:0016787; F:GO:0017056; C:GO:0031080; P:GO:0045893
ostta01g06170	C:GO:0016021; F:GO:0020037; F:GO:0046872
ostta01g06180	
ostta01g06190	F:GO:0008168; P:GO:0032259
ostta01g06200	
ostta01g06210	F:GO:0008168; P:GO:0032259
ostta01g06220	C:GO:0005643; P:GO:0006913; F:GO:0017056
ostta01g06230	F:GO:0016787
ostta01g06240	F:GO:0005515
ostta01g06250	
ostta01g06260	F:GO:0016746
ostta01g06270	F:GO:0000166; C:GO:0005737; P:GO:0009117; P:GO:0009204; F:GO:0035529; F:GO:0046872; F:GO:0047429
ostta01g06280	
ostta01g06290	F:GO:0008531; P:GO:0009231; P:GO:0016310
ostta01g06300	
ostta01g06310	P:GO:0000160; C:GO:0005622
ostta01g06320	F:GO:0005515
ostta01g06330	P:GO:0000724; P:GO:0007062; C:GO:0030915
ostta01g06340	C:GO:0000786; F:GO:0003677; C:GO:0005634; P:GO:0006334; P:GO:0006352; F:GO:0046982
ostta01g06350	C:GO:0000786; F:GO:0003677; C:GO:0005634; P:GO:0006334; P:GO:0006352; F:GO:0046982
ostta01g06360	F:GO:0046872
ostta01g06370	C:GO:0016020; C:GO:0016021
ostta01g06380	F:GO:0005515
ostta01g06390	F:GO:0003937; F:GO:0004643; P:GO:0006164; P:GO:0009409; C:GO:0009570; C:GO:0010319
ostta01g06400	P:GO:0000245; C:GO:0005634
ostta01g06410	
ostta01g06420	F:GO:0005515; P:GO:0036265
ostta01g06430	C:GO:0005777; F:GO:0008935; P:GO:0009234
ostta01g06440	F:GO:0008935; P:GO:0009234
ostta01g06450	P:GO:0006629; F:GO:0016787
ostta01g06460	P:GO:0008152; F:GO:0016787
ostta01g06470	F:GO:0003677; F:GO:0003913; C:GO:0005739; P:GO:0006281; C:GO:0009507; P:GO:0018298
ostta01g06490	F:GO:0003824; C:GO:0005730; F:GO:0016740; P:GO:0042254
ostta01g06500	C:GO:0030173; C:GO:0030176; F:GO:0046964; P:GO:0055085
ostta01g06510	
ostta01g06520	P:GO:0009058; F:GO:0016788
ostta01g06530	F:GO:0016705; P:GO:0055114
ostta01g06540	F:GO:0005509; F:GO:0016301; P:GO:0016310
ostta01g06550	C:GO:0016021
ostta01g06560	F:GO:0051213; P:GO:0055114
ostta01g06570	P:GO:0006388; C:GO:0072669
ostta01g06580	F:GO:0003824
ostta01g06590	
ostta01g06600	
ostta01g06610	C:GO:0005886; F:GO:0009496; C:GO:0009535; C:GO:0009941; P:GO:0010196; P:GO:0015979; C:GO:0016021; P:GO:0022900; P:GO:0042742; F:GO:0045158; F:GO:0046872; F:GO:0051537; P:GO:0080167
ostta01g06620	F:GO:0005525; C:GO:0005622
ostta01g06630	C:GO:0016021
ostta01g06640	F:GO:0005216; C:GO:0016021; P:GO:0034220
ostta01g06650	F:GO:0005044; P:GO:0006898; P:GO:0006955; F:GO:0030247
ostta01g06660	P:GO:0006633; C:GO:0009507; F:GO:0016790
ostta01g06670	C:GO:0016021
ostta01g06680	F:GO:0016787
ostta10g00010	F:GO:0003676; F:GO:0005515; C:GO:0005634; P:GO:0006397
ostta10g00020	F:GO:0005488
ostta10g00030	P:GO:0008152; C:GO:0016021; F:GO:0016787
ostta10g00040	
ostta10g00050	C:GO:0005575; F:GO:0016491; P:GO:0055114
ostta10g00060	C:GO:0016021
ostta10g00070	F:GO:0000149; F:GO:0003676; F:GO:0005484; F:GO:0005524; P:GO:0006886; P:GO:0006906; C:GO:0012505; C:GO:0016021; C:GO:0031201; P:GO:0048278
ostta10g00080	P:GO:0000373; F:GO:0003723; F:GO:0004386; F:GO:0005524; P:GO:0006397; C:GO:0009570; C:GO:0010494; P:GO:0010497; C:GO:0016021; P:GO:0016441
ostta10g00090	C:GO:0032040
ostta10g00100	F:GO:0004817; F:GO:0005524; P:GO:0006423; C:GO:0043231; C:GO:0044444
ostta10g00110	F:GO:0005506; C:GO:0005886; P:GO:0006952; P:GO:0016226; F:GO:0051536
ostta10g00120	C:GO:0016021
ostta03g05430	C:GO:0016021; P:GO:0055085
ostta10g00140	F:GO:0003676; F:GO:0004386; F:GO:0005524
ostta10g00150	F:GO:0003676; F:GO:0004004; F:GO:0005524; C:GO:0005730; C:GO:0005829; P:GO:0010501
ostta10g00160	F:GO:0004222; C:GO:0005759; P:GO:0006627; F:GO:0046872
ostta10g00170	C:GO:0016020; C:GO:0016021
ostta10g00180	F:GO:0003677; C:GO:0005634; F:GO:0046872
ostta10g00190	F:GO:0008270
ostta10g00200	C:GO:0016021
ostta10g00210	
ostta10g00220	F:GO:0005515; C:GO:0005829; P:GO:0009910; P:GO:0010452; P:GO:0016441; C:GO:0016593; P:GO:0051568; C:GO:0080008
ostta10g00230	F:GO:0005524; P:GO:0006457; P:GO:0009408; F:GO:0031072; F:GO:0046872; F:GO:0051082
ostta10g00240	
ostta10g00250	F:GO:0003743; P:GO:0006413
ostta10g00260	F:GO:0004556; F:GO:0005509; P:GO:0005975; C:GO:0009507
ostta10g00270	F:GO:0003743; F:GO:0005515; P:GO:0006413
ostta10g00280	C:GO:0005762
ostta10g00290	P:GO:0000103; F:GO:0004781
ostta10g00300	F:GO:0005524; C:GO:0005737; P:GO:0042026
ostta10g00310	
ostta10g00320	F:GO:0003723; F:GO:0004004; F:GO:0005524; C:GO:0005730; C:GO:0005737; P:GO:0010501
ostta10g00330	F:GO:0003723; F:GO:0004386; F:GO:0005524
ostta10g00340	F:GO:0017108; P:GO:0033567; F:GO:0043142
ostta10g00350	P:GO:0006488; F:GO:0016758
ostta10g00360	F:GO:0004519; F:GO:0004527; P:GO:0006281; F:GO:0046872; P:GO:0090305; F:GO:0140078
ostta10g00370	F:GO:0008168; P:GO:0008610; P:GO:0032259
ostta10g00380	F:GO:0005525; F:GO:0016787
ostta10g00390	C:GO:0005622; P:GO:0046907
ostta10g00400	
ostta10g00410	F:GO:0008168; P:GO:0032259
ostta10g00420	F:GO:0005524; P:GO:0006457; P:GO:0006950; F:GO:0016301; P:GO:0016310; F:GO:0051082
ostta10g00430	F:GO:0003746; C:GO:0005634; P:GO:0006355; P:GO:0006414; F:GO:0008270
ostta10g00440	F:GO:0005515
ostta10g00450	F:GO:0005509; P:GO:0007224; C:GO:0016021
ostta10g00500	F:GO:0003824; F:GO:2001070
ostta10g00510	
ostta10g00520	F:GO:0003924; F:GO:0005525
ostta10g00530	C:GO:0005618; C:GO:0005743; C:GO:0005774; P:GO:0006835; P:GO:0006839; C:GO:0009506; C:GO:0009941; F:GO:0015142; F:GO:0015367; C:GO:0016021; P:GO:0035674
ostta10g00540	F:GO:0003924; F:GO:0005525; C:GO:0005786; C:GO:0005829; P:GO:0006614; F:GO:0008312
ostta10g00550	P:GO:0006508; F:GO:0008236
ostta10g00560	F:GO:0003723; C:GO:0016021
ostta10g00570	F:GO:0008168; P:GO:0032259
ostta10g00580	F:GO:0004076; P:GO:0009102; F:GO:0046872; F:GO:0051537; F:GO:0051539
ostta10g00590	C:GO:0016021
ostta10g00600	F:GO:0003676; F:GO:0008168; P:GO:0032259
ostta10g00610	
ostta10g00620	C:GO:0005747; C:GO:0016021
ostta10g00630	F:GO:0005524; C:GO:0005634; C:GO:0005771; P:GO:0007032; P:GO:0007033; C:GO:0009506; P:GO:0010091; P:GO:0016192; F:GO:0016787
ostta10g00640	F:GO:0003677; F:GO:0003910; F:GO:0005524; C:GO:0005634; C:GO:0005739; P:GO:0006273; P:GO:0006310; P:GO:0051103; P:GO:0071897
ostta10g00650	F:GO:0003684; P:GO:0006281; F:GO:0016740
ostta10g00660	F:GO:0003684; P:GO:0006281; F:GO:0016740
ostta10g00670	F:GO:0004672; F:GO:0005524; P:GO:0006468
ostta10g00680	F:GO:0003777; F:GO:0005524; C:GO:0005871; P:GO:0007018; F:GO:0008017; F:GO:0016887
ostta10g00690	F:GO:0004033; P:GO:0019438; P:GO:0042819; P:GO:0046184; P:GO:0051188; P:GO:0055114; P:GO:1901617
ostta10g00700	
ostta10g00710	C:GO:0016021
ostta10g00720	
ostta10g00730	F:GO:0051213; P:GO:0055114
ostta10g00740	P:GO:0008152; F:GO:0016746
ostta10g00750	
ostta10g00760	F:GO:0016787
ostta10g00770	F:GO:0008483; P:GO:0009058; F:GO:0030170
ostta10g00780	P:GO:0006744; F:GO:0016709; P:GO:0055114; F:GO:0071949
ostta10g00790	F:GO:0005215; C:GO:0016021; P:GO:0055085
ostta10g00800	F:GO:0005262; C:GO:0005739; C:GO:0016021; P:GO:0051560
ostta10g00810	F:GO:0005515; C:GO:0016021
ostta10g00820	F:GO:0004601; C:GO:0016021; P:GO:0098869
ostta10g00830	F:GO:0005524; C:GO:0005634; C:GO:0005774; C:GO:0005794; C:GO:0005829; C:GO:0005886; P:GO:0006357; C:GO:0009506; C:GO:0009507; P:GO:0010255; P:GO:0015991; F:GO:0016787; C:GO:0033180; P:GO:0046034; P:GO:0046686; F:GO:0051015; P:GO:0051017; P:GO:0051693
ostta10g00840	P:GO:0000398; F:GO:0005515; C:GO:0005634; C:GO:0005737; P:GO:0006464; F:GO:0031386
ostta10g00850	F:GO:0016787
ostta10g00860	C:GO:0016021; F:GO:0019706
ostta10g00870	F:GO:0000009; C:GO:0016020; P:GO:0097502
ostta10g00880	
ostta10g00890	
ostta10g00900	F:GO:0008509; F:GO:0015318; P:GO:0015698; C:GO:0016021; C:GO:0044464; P:GO:0055085; P:GO:0071705
ostta10g00910	C:GO:0016021; F:GO:0022857; P:GO:0055085
ostta10g00920	F:GO:0016491; F:GO:0030151; P:GO:0042128; P:GO:0055114
ostta10g00930	F:GO:0005506; F:GO:0016491; F:GO:0020037; F:GO:0051536; P:GO:0055114
ostta10g00940	P:GO:0010167; P:GO:0015706; C:GO:0016021
ostta10g00950	C:GO:0005886; C:GO:0009705; F:GO:0015112; P:GO:0015706; C:GO:0016021; P:GO:0055085; P:GO:0071249
ostta10g00960	F:GO:0015098; P:GO:0015689; C:GO:0016021
ostta10g00970	F:GO:0003824; C:GO:0005739; P:GO:0006777; C:GO:0019008; F:GO:0046872; F:GO:0051539
ostta10g00980	
ostta10g00990	F:GO:0005524; P:GO:0006807; F:GO:0008641; F:GO:0016740; P:GO:0043170; P:GO:0044238; P:GO:0046483; P:GO:1901360
ostta10g01000	P:GO:0006629; F:GO:0016213; P:GO:0043436; C:GO:0044425
ostta10g01010	F:GO:0004672; F:GO:0005524; P:GO:0006468
ostta10g01020	F:GO:0004674; F:GO:0005524; C:GO:0005634; P:GO:0006417; P:GO:0006468; P:GO:0007346; P:GO:0009967; P:GO:0032956; F:GO:0042802; P:GO:0043065; P:GO:0071310
ostta10g01030	F:GO:0004519; F:GO:0004527; P:GO:0090305
ostta10g01040	F:GO:0008146; C:GO:0016021; F:GO:0016787
